1721735601.1622367
2024-07-23 13:53:21,662 DEBUG    [proactor_events.py:623] Using proactor: IocpProactor
2024-07-23 13:53:21,678 WARNING  [client.py:253] PyNaCl is not installed, voice will NOT be supported
2024-07-23 13:53:21,762 INFO     [loader.py:49] Loaded "cogs.messages.anti_ghost_ping".
2024-07-23 13:53:21,788 DEBUG    [client.py:1163] on_ready has successfully been registered as an event
2024-07-23 13:53:21,937 INFO     [client.py:513] logging in using static token
2024-07-23 13:53:32,466 DEBUG    [http.py:286] GET https://discord.com/api/v10/users/@me with None has returned 200
2024-07-23 13:53:32,466 DEBUG    [http.py:317] GET https://discord.com/api/v10/users/@me has received {'id': '1213240964798480425', 'username': 'PixelBot Test', 'avatar': None, 'discriminator': '2388', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'banner_color': None, 'clan': None, 'mfa_enabled': True, 'locale': 'en-US', 'premium_type': 0, 'email': None, 'verified': True, 'bio': ''}
2024-07-23 13:53:32,640 DEBUG    [http.py:286] GET https://discord.com/api/v10/gateway with None has returned 200
2024-07-23 13:53:32,734 DEBUG    [http.py:317] GET https://discord.com/api/v10/gateway has received {'url': 'wss://gateway.discord.gg'}
2024-07-23 13:53:33,081 DEBUG    [gateway.py:362] Created websocket connected to wss://gateway.discord.gg?encoding=json&v=10&compress=zlib-stream
2024-07-23 13:53:33,318 DEBUG    [gateway.py:466] For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-us-east1-c-6z8z",{"micros":0.0}]']}}
2024-07-23 13:53:33,592 INFO     [gateway.py:437] Shard ID None has sent the IDENTIFY payload.
2024-07-23 13:53:33,652 DEBUG    [gateway.py:466] For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
2024-07-23 13:53:33,900 DEBUG    [gateway.py:466] For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'PixelBot Test', 'mfa_enabled': True, 'id': '1213240964798480425', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '2388', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '0ebcf70ddd9993119f685a5fe98c6834', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '945241271021211689'}, {'unavailable': True, 'id': '1147967467667341453'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['milan', 'paris', 'frankfurt', 'frankfurt-two', 'rotterdam'], 'auth': {}, 'application': {'id': '1213240964798480425', 'flags': 27828224}, '_trace': ['["gateway-prd-us-east1-c-6z8z",{"micros":144793,"calls":["id_created",{"micros":920,"calls":[]},"session_lookup_time",{"micros":280,"calls":[]},"session_lookup_finished",{"micros":14,"calls":[]},"discord-sessions-prd-1-248",{"micros":143290,"calls":["start_session",{"micros":125475,"calls":["discord-api-rpc-648bb9cbc4-dvlpk",{"micros":119010,"calls":["get_user",{"micros":15328},"get_guilds",{"micros":4709},"send_scheduled_deletion_message",{"micros":6},"guild_join_requests",{"micros":1},"authorized_ip_coro",{"micros":6}]}]},"starting_guild_connect",{"micros":64,"calls":[]},"presence_started",{"micros":369,"calls":[]},"guilds_started",{"micros":146,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":17210,"calls":[]},"connect_finished",{"micros":17215,"calls":[]},"build_ready",{"micros":16,"calls":[]},"clean_ready",{"micros":0,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}]']}}
2024-07-23 13:53:34,119 DEBUG    [client.py:399] Dispatching event socket_event_type
2024-07-23 13:53:34,255 INFO     [gateway.py:531] Shard ID None has connected to Gateway: ["gateway-prd-us-east1-c-6z8z",{"micros":144793,"calls":["id_created",{"micros":920,"calls":[]},"session_lookup_time",{"micros":280,"calls":[]},"session_lookup_finished",{"micros":14,"calls":[]},"discord-sessions-prd-1-248",{"micros":143290,"calls":["start_session",{"micros":125475,"calls":["discord-api-rpc-648bb9cbc4-dvlpk",{"micros":119010,"calls":["get_user",{"micros":15328},"get_guilds",{"micros":4709},"send_scheduled_deletion_message",{"micros":6},"guild_join_requests",{"micros":1},"authorized_ip_coro",{"micros":6}]}]},"starting_guild_connect",{"micros":64,"calls":[]},"presence_started",{"micros":369,"calls":[]},"guilds_started",{"micros":146,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":17210,"calls":[]},"connect_finished",{"micros":17215,"calls":[]},"build_ready",{"micros":16,"calls":[]},"clean_ready",{"micros":0,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":1,"calls":[]}]}]}] (Session ID: 0ebcf70ddd9993119f685a5fe98c6834).
2024-07-23 13:53:34,485 DEBUG    [client.py:399] Dispatching event connect
